lon,lat,state
-82.94939284313725,32.55287984313725,georgia
-114.75345836363635,45.47914725757576,idaho
-90.24254823913043,32.62275867391305,mississippi
-98.72895618421053,30.523456467105262,texas
-110.85491391666669,39.71317383333333,utah
