lon,lat,state
-152.59613947486034,59.29725417411546,alaska
-106.1653980625,38.97298825,colorado
-98.26148856249999,47.561515375,north dakota
-98.55151844827587,43.76617265517242,south dakota
-107.93321215384616,43.03753623076924,wyoming
